Object Id,XMin,XMax,YMin,YMax,171Yb_Renin Cell Intensity,175Lu_Aqu1 Cell Intensity,176Yb_H3 Cell Intensity,191Ir_DNA1 Cell Intensity,193Ir_DNA2 Cell Intensity,141Pr_aSMA Cell Intensity,143Nd_Vimentin Cell Intensity,145Nd_Aqu2 Cell Intensity,146Nd_Nestin Cell Intensity,147Sm_B-Cat Cell Intensity,148Nd_Calbindin Cell Intensity,150Nd_CD86 Cell Intensity,151Eu_CD31 Cell Intensity,152Sm_CD66b Cell Intensity,153Eu_Uromodulin Cell Intensity,156Gd_CD4 Cell Intensity,159Tb_CD68 Cell Intensity,161Dy_CD20 Cell Intensity,162Dy_CD8a Cell Intensity,164Dy_Cytokeratin7 Cell Intensity,165Ho_Megalin Cell Intensity,166Er_Col-IV Cell Intensity,169Tm_WT1 Cell Intensity,170Er_CD3 Cell Intensity,89Y_CD45 Cell Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Membrane Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
2604,349,375,1239,1265,5.284644,22.897003,2096.7585,1591.221,1907.2753,71.30337,0,264.32208,86.91011,2.932584,0,3190.8428,0.992509,0,1231.721,0,0,218.76967,623.8783,219.14793,3115.8708,1497.8558,918.53186,122.72472,0,534,471,0,63,32,0.863356
2605,456,481,1245,1263,1.012195,246.85976,3493.5305,2451.4023,3055.9695,1316.1981,0,169.05792,174.79878,3.182927,0,1864.817,0.582317,199.80183,257.2195,0,0,104.243904,0,385.32925,505.0122,379.54877,137.36586,0,0,328,264,0,64,32,0.809931
2606,209,237,1248,1268,2.527919,233.35533,2849.4568,2227.6624,2466.4492,1291.2258,18.253807,89.56091,145.51015,168.3198,0,1552.4365,0.736041,0,43.21066,0,0,86.78172,0,71.28426,98.94416,4998.9824,41.583755,0,0,394,317,0,77,40,0.758892
2607,408,423,1242,1266,5.772201,15660.498,2617.0078,1877.776,2118.803,235.89961,0,136.24324,168.65251,4.030888,0,1939.9034,1.158301,253.03088,1096.6062,81.76448,0,198.02316,253.03088,126.51351,3414.2432,2458.3513,1158.4247,0,0,259,200,0,59,32,0.798316
2608,424,438,1247,1262,2.35461,9.12766,663.922,2908.78,3250.7588,687.6383,0,35.751774,58.085106,0,0,619.7163,1.489362,464.78723,91.06383,0,929.57446,0,0,165.9929,112.93617,1500.2554,7.262411,0,0,141,82,0,59,32,0.776582
2609,706,728,1248,1273,0.428941,499.03876,2646.4521,2547.6487,2755.4858,962.2455,12.273902,143.28424,126.9845,2.023256,0,1185.3876,0.413437,169.34108,11.550387,0,0,169.34108,0,36.286823,464.9354,4017.8733,95.25581,0,14563.491,387,314,0,73,34,0.7334
2610,35,63,1247,1266,0.528662,2184.0127,745.3535,3035.6147,3319.3313,1573.7039,896.9236,192.64969,373.86942,1.66242,0,1182.691,0.636943,0,148.7293,0,0,108.891716,0,29.815287,168.46497,10164.058,1542.5192,0,0,314,260,0,54,28,0.760873
2611,76,99,1257,1269,2.649402,1170.0917,4886.1396,3819.5776,4232.701,2210.251,1814.9602,321.33865,413.31873,2.079681,205.31076,2175.7969,1.119522,0,118.23108,0,601.8008,68.11156,0,615.4303,405.47012,8766.678,330.4542,0,0,251,194,0,57,32,0.722932
2612,100,128,1247,1278,3.343885,12540.466,1389.0532,1178.118,1358.3381,1061.377,3.87482,195.83742,129.63022,3.755396,0,1885.8993,0.517986,94.29497,159.16115,0,0,192.68921,94.29497,114.49928,11067.45,948.741,1692.9152,94.29497,70.722305,695,598,0,97,44,0.784405
2613,548,563,1252,1276,1.328,486.348,1915.808,1957.172,2062.884,637.612,0,443.608,491.448,4.176,7557.212,5504.94,1.08,0,634.616,84.708,0,68.384,147.472,224.688,2233.868,420.192,864.256,138.356,0,250,200,0,50,27,0.814629
2614,372,396,1251,1272,1.902579,22094.51,1780.1204,1547.5674,1860.8826,241.03725,0,288.8825,101.690544,0.747851,0,2253.3525,0.916905,187.77937,990.41833,0,0,97.971344,0,160.9513,5182.5474,9378.166,457.7192,0,0,349,293,0,56,30,0.804653
2615,158,187,1251,1274,3.088372,182.31395,681.02325,1093.3907,1119.8535,3179.8186,682.06976,93.78605,285.72092,3.64186,2.825581,1270.0581,0.395349,152.40698,10.83721,0,0,39.75814,0,43.544186,150.24419,7618.3677,73.82326,0,0,430,377,0,53,28,0.74318
2616,195,224,1252,1281,1.806159,178.61775,1405.616,1454.6322,1732.9366,1481.5109,24.047102,91.322464,183.00182,3.309783,0,1068.5055,7.652174,356.1685,7.925725,0,0,0,0,76.320656,170.10869,7738.944,18.550724,0,0,552,449,0,103,45,0.776346
2617,564,578,1255,1278,3.364865,127.679054,2167.1318,1572.1351,2020.152,257.2939,0,221.39526,470.41217,0.881757,4726.8076,4870.8447,5.375,664.20605,345.11148,0,0,0,221.40202,253.03041,1947.9121,380.8581,138.37837,0,0,296,223,0,73,34,0.870784
2618,47,66,1260,1277,0,3757.2297,3691.9436,3816.8025,3778.3992,257.0847,3045.4636,365.87903,407.31854,6.314516,39.83468,1673.6089,0.887097,0,100.870964,0,0,0,264.25403,207.625,50.919353,2060.5283,3212.3872,0,0,248,202,0,46,28,0.69177
2619,128,158,1254,1283,3.597523,9495.931,1677.5883,1259.4923,1334.0464,410.56192,2.106811,288.726,131.01239,2.424149,0,2062.7632,0.820433,202.89473,291.5325,0,0,233.76935,0,115.93808,5941.9087,3060.7585,1155.5665,53.543343,0,646,550,0,96,42,0.805175
2620,411,428,1262,1272,5.653061,29996.877,3556.2449,2805.034,3028.8435,39.142857,0,342.92517,74.28571,3.55102,0,2526.2925,1.292517,0,937.57825,0,0,348.89795,501.57144,222.90475,5166.4014,39.802723,1260.8435,0,613,147,84,0,63,30,0.845598
2621,430,443,1258,1277,0,785.5231,777.7026,713.6257,1008.1539,2393.2205,0,25.851282,182.01538,2.676923,8.569231,1680.3846,1.076923,0,675.57434,0,0,175.34358,0,168.0359,746.26154,5670.508,189.04616,0,0,195,69,0,126,44,0.794832
2622,624,651,1254,1280,2.035026,135.81961,1192.9423,1931.7426,2286.0789,1605.9282,0,185.3958,138.65674,2.285464,22.886164,1224.2382,0.542907,229.54466,59.301228,0,0,144.71278,1776.6217,122.968475,274.72855,1132.5254,152.43433,2018.0858,14.34676,571,526,0,45,26,0.782741
2623,3,27,1259,1281,4.391534,3685.447,1742.5608,4533.955,4879.992,999.15607,9190.056,706.8069,736.7328,2.761905,5.62963,1791.5211,1.058201,173.37302,58.373016,0,0,309.05554,0,136.21957,132.18784,4929.643,7102.9683,0,0,378,288,0,90,42,0.733145
2624,576,601,1255,1284,1.962838,109.547295,1807.1875,1595.1403,1968.7703,2415.1116,30.954391,255.45609,382.77872,115.109795,3686.6875,3357.9307,0.608108,221.40202,270.56418,35.77196,0,139.57939,221.40202,197.67737,1475.7347,1418.4071,484.3243,0,0,592,511,0,81,38,0.690396
2625,690,722,1258,1290,1.460411,616.1657,2924.9517,2332.6025,2781.8577,2469.7478,248.08945,1478.3153,252.20235,4.209677,1434.0513,2338.2478,0.542522,0,202.36804,192.18475,0,0,0,1221.7346,404.17743,5092.3477,157.65396,0,24.02346,682,579,0,103,54,0.554745
2626,531,557,1256,1282,2.223214,67.58036,2206.7166,1747.942,2058.9084,1371.808,0,258.80133,207.2009,3.495536,784.2076,2730.625,0.669643,0,456.26562,0,0,407.0491,0,125.38393,1514.5603,1236.8326,372.57144,0,0,448,381,0,67,32,0.7446
2627,270,298,1257,1276,3.257353,12613.924,1386.7843,2448.9878,2980.5024,2032.6226,44.840687,197.68628,247.59068,5.117647,513.0833,1552.7084,0.465686,160.625,409.375,160.625,0,286.33087,0,929.3186,1380.4412,1174.9755,368.94116,0,0,408,340,0,68,34,0.791422
2628,443,452,1257,1280,6.880829,11738.586,5817.052,3525.2695,3812.8237,1190.6995,0.145078,339.54922,84.87047,0,0,3169.223,1.295337,0,949.2021,109.72539,0,177.16063,0,194.03108,7742.3267,8409.492,4955.5234,18.875648,0,193,138,0,55,31,0.829331
2629,482,506,1258,1277,2.582901,314.9948,666.4611,1330.5311,1512.7124,1590.9637,47.471504,143.65544,127.3057,2.704663,0,2037.3575,0.595855,0,269.08548,0,0,132.87047,240.54146,36.38083,1121.4974,1527.8497,368.74612,0,0,386,318,0,68,30,0.770191
2630,454,464,1258,1285,5.088122,12015.153,9484.03,5612.8467,5888.563,1632.046,4.363985,251.08429,125.52107,2,0,2678.3142,0.91954,0,594.74713,0,0,0,0,53.804596,9965.012,5149.3296,2632.5823,0,0,261,199,0,62,32,0.783423
2631,370,391,1265,1284,2.06639,17200.951,5210.087,3128.6265,3715.4773,396.8174,509.5643,292.83817,249.22406,2.165975,87.69295,1812.863,1.161826,0,435.3195,271.92947,543.85895,141.87552,0,330.195,3799.9626,4948.585,1329.9253,0,0,241,163,0,78,38,0.703642
2632,73,101,1267,1278,2.527919,1718.8121,2195.4568,6071.9897,6398.6597,2375.6497,876.92896,281.47714,235.5939,11.923858,118.05584,1441.5482,1.015228,332.66498,274.24365,1105.4924,665.32996,0,0,498.99493,375.37564,5112.4824,254.7005,859.401,41.583755,197,152,0,45,27,0.777649
2633,466,482,1265,1287,2.338028,10638.053,2225.7288,2094.898,2313.528,1357.9471,569.1831,266.25,182.64789,4.59507,0,1692.2183,0.809859,0,165.44366,0,0,120.39436,0,98.89436,5916.331,5165.2183,602.14087,0,0,284,210,0,74,36,0.826743
2634,31,51,1266,1281,4.368421,2404.6973,3603.4868,9725.886,10235.926,38.82895,8250.815,486.4123,526.8947,2.289474,0,3257.5876,0.657895,574.8684,93.442986,0,0,74.98245,0,61.592106,161.35965,8742.153,5030.1665,0,0,228,158,0,70,32,0.75255
2635,353,371,1266,1282,1.301961,210.5804,1627.1099,2899.149,3053.4275,855.9882,24.494118,138.38039,203.42352,2.047059,0,1199.3334,0.784314,514,0.372549,0,78.36079,67.04314,0,146.8549,71.776474,590.2,28.109804,0,0,255,198,0,57,30,0.783832
2636,505,529,1263,1294,3.202312,236.69363,2463.2524,1647.8344,2035.2524,17.913296,0,398.22928,105.20617,3.520231,0,2441.2524,0.635838,0,1023.56647,0,0,516.0655,373.5742,198.42389,1596.9171,83.1657,613.6108,73.66474,0,519,403,0,116,45,0.810451
2637,411,434,1274,1294,2.515152,17517.545,1024.6788,555.56366,716.00604,681.6091,4.124242,336.06668,74.46061,1.581818,0,3177.4546,1.151515,198.59091,847.40607,0,0,207.22424,537.85455,226.95758,4131.294,538.3485,1715.9757,104.815155,0,330,147,0,183,59,0.63997
2638,149,177,1268,1289,2.694805,10541.62,2425.6072,1445.159,1654.6721,347.89285,0,98.2013,79.77597,0.847403,0,1489.4318,0.649351,0,313.4513,0,0,323.78897,212.77597,30.396105,6926.977,1449.5974,2390.4417,0,0,308,233,0,75,36,0.806068
2639,86,103,1276,1290,0.907104,4644.7705,3509.4536,3327.5957,3395.2568,868.53,12.289618,220.37158,134.2623,2.852459,19.103825,1671.2021,0.765027,0,162.16394,0,1432.459,280.2623,0,25.579235,2344.6448,3049.5627,1158.295,0,0,183,142,0,41,24,0.831186
2640,275,295,1275,1294,1.333333,14238.888,2346.0723,1614.5823,2079.53,359.2008,0,222.69478,43.855423,4.192771,0,1579.1566,1.004016,0,319.3494,789.5783,0,606.48596,32.91566,131.59438,10109.285,3054.261,2870.49,0,0,249,133,0,116,50,0.72957
2641,259,275,1269,1289,3.429752,11764.368,5804.463,3989,4321.847,1099.6364,0,499.9339,56.404957,2.157025,0,2256.7148,0.909091,0,363.17355,0,0,282.57852,270.8058,96.714874,8733.723,712.66113,3368.1982,142.92975,0,242,183,0,59,32,0.802576
2642,435,456,1278,1289,3.270936,18783.35,6847.6406,6229.882,6610.9507,10.901478,797.80786,198.6601,201.73892,6.428571,0,2044.606,0.591133,322.83252,228.65517,0,0,0,0,184.4729,6322.9854,1754.9656,201.77339,0,0,203,121,0,82,39,0.791528
2643,471,490,1274,1289,3.648352,14081.939,4545.1484,2929.0935,3312.6484,128.93956,0,166.18681,135.01099,0,0,2280.522,1.153846,360.08243,368.45056,0,0,93.93407,0,102.87912,2881.4834,4407.654,2897.5825,0,0,182,91,0,91,40,0.823066
2644,73,97,1277,1300,1.202899,123.97343,1499.6715,1017.3212,1318.6014,516.57007,39.971016,85.2343,85.7343,3.782609,0,1635.7367,0.845411,316.5942,8911.048,0,0,282.18115,42.876812,734.93964,1138.4492,4357.5605,86.570045,8.799517,0,414,347,0,67,33,0.723462
2645,216,241,1271,1299,6.884283,12572.802,2292.1313,1484.0881,1798.7755,757.83765,0,191.54059,108.445595,3.606218,0,2301.4595,1.020725,0,263.16406,149.76166,0,428.1399,44.813473,105.100174,10247.394,3894.7808,3968.6633,0,0,579,525,0,54,28,0.793722
2646,521,541,1271,1300,2.505025,30.213568,2896.078,1935.1633,2240.7512,51.170853,0,202.65326,61.73618,166.62814,0,1646.608,0.527638,164.6608,761.17334,164.6608,0,214.77386,140.65578,58.806534,1552.1909,368.9774,522.29144,0,0,398,300,0,98,43,0.710044
2647,9,20,1280,1293,6.875862,8327.683,3853.2275,7193.3105,7879.7793,125.17242,8934.297,834.37244,772.0276,9,0,2862.4482,40.627586,0,287.31723,0,0,451.9655,0,96.848274,205.75172,8882.606,12111.428,0,0,145,111,0,34,22,0.838436
2648,22,36,1272,1295,2.801688,890.1224,2306.886,1491.2616,1807.2827,0,15567.485,638.10126,979.2025,5.506329,0,2580.844,0.548523,276.51898,107.95781,0,0,0,0,0,1.544304,288.9958,10728.236,0,0,237,175,0,62,28,0.796479
2649,45,54,1279,1290,3.816092,2541.092,2944.092,3503.9194,3881.9426,25.448277,13709.575,1158.8506,910.092,6,0,2510.9194,0.45977,0,2.183908,0,0,0,0,0,298.72415,677.4598,12252.678,0,0,87,39,0,48,27,0.716992
2650,154,182,1277,1302,3.887234,10452.493,1124.2148,874.9745,1068.5638,292.99362,0,107.25532,87.12766,3.331915,0,1626.7554,0.531915,0,373.18085,323.92978,0,218.24681,194.64255,59.757446,4886.362,434.68723,2912.9531,7.751064,0,470,390,0,80,34,0.746795
2651,491,509,1279,1300,4.343137,273.02942,706.12744,637.6667,672.2876,2200.8333,108.41503,65.895424,107.06209,4.264706,0,1570.5555,0.490196,0,97.90849,0,0,111.73856,214.16667,30.59477,1068.3301,2871.3071,244.28758,0,0,306,240,0,66,31,0.74887
2652,242,258,1274,1295,1.106667,672.48,1808.69,2881.54,3172.22,4166.6167,205.41667,100.82,227.51334,1.74,26.35,1383.5167,1.073333,218.45,97.02,0,0,56.986668,0,109.223335,167.18,1690.5466,44.373333,0,0,300,247,0,53,29,0.827435
2653,369,382,1282,1290,0,46.83908,8143.8735,10939.322,11331.667,519.04596,0,231.77011,282.43677,3,0,2008.7356,1.37931,0,3.275862,0,0,0,0,0,140.94254,4062.6438,1247.6322,0,0,87,50,0,37,22,0.834649
2654,32,43,1283,1298,4.15,3305.0417,708.325,662.64166,1123.8167,357.875,4196.2085,294.05832,500.525,0,0,1274.2916,0.5,0,209.25833,546.125,0,688.5917,0,234.05,605.575,8678.842,5051.717,0,0,120,45,0,75,36,0.698258
2655,56,71,1276,1296,4.020761,1617.4983,3600.9585,3174.616,3617.6401,50.553635,5719.9653,226.75778,595.1834,6.321799,0,2192.0588,0.726644,0,0.986159,0,0,285.9204,0,129.57785,115.896194,2282.7231,8854.554,0,0,289,236,0,53,29,0.818358
2656,296,324,1275,1303,3.222222,16683.395,2396.755,3014.157,3321.642,188.97531,101.40035,231.15697,130.00705,2.301587,139.14992,1618.1482,1.007055,346.74603,4619.3706,0,0,904.5538,4849.6543,1031.97,1802.6244,2476.582,176.98766,2562.0793,0,567,435,0,132,52,0.690511
2657,330,357,1275,1304,2.589255,9933.636,1824.3188,991.5338,1307.5668,359.87347,7.362218,358.20105,141.94801,116.74523,24.216639,2650.1733,0.901213,0,1238.3397,227.15771,0,232.09532,241.36221,251.4922,1591.5009,1416.8302,562.57886,119.89255,0,577,432,0,145,52,0.726058
2658,358,367,1284,1294,9.120879,35.373627,11164.418,10009.297,10670.758,632.45056,0,443.16483,180,0,0,1200.2748,0.989011,0,182.9121,720.16486,3600.8242,0,0,411.51648,16.087912,96.03297,22.505495,0,0,91,46,0,45,26,0.836061
2659,259,263,1282,1291,17.785715,16859.178,6018.2144,1696.1072,2693.0356,0,0,540.1071,97.5,9.321428,0,5461.25,3.571429,2340.5356,3234.0715,0,0,610.5714,0,0,4144.75,0,12068.571,0,0,28,18,0,10,10,0.613757
2660,383,404,1278,1298,4.522659,23717.254,1589.5287,1489.3474,1672.8278,25.410875,0,213.21451,74.22961,3.154078,0,3959.8188,1.148036,0,1022.716,459.96072,0,602.5801,363,268.69788,5051.2144,378.61932,1571.577,0,0,331,263,0,68,35,0.768372
2661,182,210,1279,1300,2.923679,11723.008,1730.2133,1098.0078,1288.0176,470.48337,17.49315,295.95108,128.22505,3.575342,0,2522.2212,0.645793,0,279.39334,0,0,228.61644,0,201.53229,7892.8687,4247.814,2452.7905,67.68884,0,511,423,0,88,37,0.81398
2662,280,308,1286,1310,1.807065,10740.169,2941.848,1797.7717,2176.144,0,0,82.190216,89.02989,1.418478,0,2611.902,35.945652,0,397.78534,0,0,325.19565,0,178.08153,6700.8643,523.1467,2011.826,0,0,368,228,0,140,61,0.491949
2663,405,421,1282,1298,1.603865,23427.87,5418.2124,5958.319,6197.8745,0,0,438.34784,52.753624,0,0,1794.0338,0.531401,0,907.9758,0,0,495.53622,0,135.68115,4095.111,0,1014.10626,0,0,207,148,0,59,31,0.810448
2664,431,457,1290,1310,1.668342,16390.814,2347.4824,1582.6935,1966.7588,347.1005,187.09045,265.98242,157.77386,3.278894,0,3018.7815,0.781407,0,273.3995,0,0,85.909546,0,152.89699,4067.1055,4269.369,802.73364,9.153266,0,398,234,0,164,59,0.742462
2665,468,495,1289,1310,4.413043,18906.215,2392.5024,1613.1619,1913.2754,703.7246,0,146.11594,92.32367,160.81885,0,2216.1594,0.797101,316.5942,286.0338,0,0,123.884056,0,169.60146,10328.398,3997.4758,1852.599,8.799517,0,414,330,0,84,38,0.861155
2666,538,563,1282,1303,1.916859,19.840647,1044.672,1253.268,1595.007,334.36722,0,221.19861,220.67668,1.808314,824.9838,2320.7158,0.623557,0,347.95612,0,0,190.83372,0,118.91686,2122.5588,1047.1616,153.71825,0,0,433,371,0,62,28,0.785319
2667,602,626,1280,1306,1.99002,3467.3354,1019.491,1003.06384,1324.6907,330.52496,5.818363,211.29941,234.32135,1.041916,1610.7405,2746.976,0.558882,0,355.20358,130.80838,0,136.49501,539.59283,233.58284,2493.2395,777.495,1230.4352,83.58283,0,501,458,0,43,24,0.775234
2668,44,56,1290,1303,6.983193,2316.3025,5510.1514,6330.0337,6981.9834,264.15128,2624.5715,296.52942,229.42017,4.386555,0,1468.5714,0.252101,0,2.394958,0,0,287.32773,0,0,169.18488,3003.2354,11195.109,0,0,119,67,0,52,30,0.768202
2669,259,278,1290,1304,6.048583,15043.1455,3629.5466,1884.0405,2387.85,0,0,367.36032,132.63968,1.05668,0,2387.915,0.890688,265.32388,542.97974,530.64777,0,334.53845,0,170.56276,14938.721,484.20648,2491.5952,0,0,247,182,0,65,34,0.829534
2670,362,382,1291,1301,2.03681,13.153375,4693.5767,4476.681,5330.258,1526.5337,0,154.6319,167.4908,3.202454,0,1072.1472,0.981595,402.0552,179.73006,129.92024,0,0,0,114.87116,1174.6196,3890.0674,270.13498,0,0,163,94,0,69,39,0.583805
2671,-8,9,1292,1299,1.886364,1191.3636,399.9659,677.7159,1014.48865,20.125,2510.943,57.284092,279.20456,2.965909,0,496.47726,0.340909,0,285.3409,0,0,0,0,53.19318,35.352272,8825.897,3467.625,0,0,88,82,0,6,6,0.534126
2672,419,429,1295,1302,6.64,31.493334,6810.4,9665.533,11232.4,1044.8134,0,0,36.4,0,0,1456.3334,0.8,0,0,0,0,0,0,249.65334,422.2,3779.1868,518.82666,0,0,75,26,0,49,27,0.721243
2673,581,607,1287,1308,3.719888,16008.504,2239.5293,1238.5463,1437.1316,419.2157,0,141.20448,175.88795,4.386555,1271.6246,2202.8572,0.896359,0,399.11484,183.57143,662.65826,191.55182,416.86554,26.22409,7782.569,131.05322,2506.9329,183.57143,0,357,297,0,60,33,0.757619
2674,-4,14,1294,1312,4.766394,6251.1064,3649.6353,5002.004,5138.127,257.63113,7624.7256,888.3729,626.59015,0,0,2327.7458,1.065574,0,277.93442,0,0,338.65164,0,191.84427,185.28279,17114.328,4998.291,0,0,244,211,0,33,22,0.754159
2675,342,362,1296,1305,4.208861,163.0633,2215.9495,4667.3354,5217.658,1555.2279,0,223.33545,138.23418,4.955696,0,1935.6329,0.443038,829.55695,108.360756,829.55695,1785.5823,324.6076,0,59.253166,152.89873,295.31647,174.98734,0,259.2405,158,112,0,46,26,0.842432
2676,377,390,1294,1311,0,5815.2017,6067.0864,3596.885,4077.7554,130.58273,0,797.8777,19.640287,0,0,2986.007,0.935252,0,1072.964,471.47482,0,1065.9425,942.94965,168.3813,1730.367,2092.885,1635.446,720.3165,0,139,80,0,59,31,0.837868
2677,653,685,1288,1314,3.572848,6385.068,4228.957,1399.4867,1841.2831,2708.0862,960.40564,3296.7334,470.0927,2.592715,4392.374,2929.5447,0.794702,108.501656,456.37253,0,0,136.80629,0,1077.25,1643.442,2661.8757,1561.4304,0,13.562914,604,478,0,126,57,0.602034
2678,238,261,1295,1320,1.884354,126.11565,2181.4219,3352.7346,4086.34,3460.864,0,57.154194,130.00906,1.183674,0,1535.5896,0.886621,0,38.82086,196.62585,478.45352,77.53288,0,42.45805,277.26077,9228.955,457.4331,0,37.151928,441,363,0,78,38,0.7775
2679,31,46,1297,1312,4.202532,5027.342,4223.5444,10553.462,11452.563,89.66456,1248.5507,287.14557,466.55698,0,0,1797.3734,1.012658,414.77847,211.31012,0,0,0,0,177.75949,267.5886,13787.589,5437.57,0,51.848103,158,108,0,50,28,0.785508
2680,51,73,1297,1318,5.237823,2435.3323,1175.9656,1675.2006,1917.47,984.4814,2764.874,317.77078,375.4871,2.991404,12.621777,1439.6418,0.744986,375.55875,2865.7908,0,0,48.985672,0,415.79083,683.37537,5631.169,7913.218,0,0,349,282,0,67,31,0.77673
2681,387,403,1300,1315,1,11680.536,2986.6987,2956.3433,3707.3916,152.03012,0,212.5723,32.891567,0,0,1973.9458,0.542169,0,752.92773,0,0,205.9759,49.373493,169.19276,1650.6626,1378.2229,92.53012,0,0,166,86,0,80,39,0.766355
2682,735,764,1291,1319,0.534622,516.1417,1480.3784,1425.8083,1601.5636,726.5507,207.59743,89.293076,171.45894,1.26087,51.642513,598.0113,0.338164,0,108.90016,0,0,0,0,211.06119,35.658615,1948.5508,24.734299,0,13.191627,621,553,0,68,34,0.703629
2683,14,30,1295,1312,2.755187,4095.5476,424.17844,743.9751,754.28217,703.668,11097.307,627.5104,815.68463,5.414938,0,2175.4358,1.037344,0,20.124481,0,0,70.93776,0,77.69295,30.373444,407.2531,11404.12,0,0,241,160,0,81,40,0.641659
2684,183,211,1302,1321,2.062112,9658.652,1489.3706,978.70807,1109.4058,519.79504,0,135.6791,101.74327,2.161491,0,2080.476,13.227743,135.68323,318.63147,0,0,141.58179,152.65218,48.457558,6397.0396,970.5549,1382.294,0,0,483,407,0,76,34,0.815485
2685,404,418,1298,1312,0,39.615383,141.14615,470.1,691.1,1055.8154,0,271.43848,42,0,0,2184.5,0.853846,0,415.6,0,3024.6924,0,504.1154,72.01538,1136.277,1373.3616,929.4769,0,0,130,76,0,54,32,0.669898
2686,291,319,1302,1322,2.8,11874.998,2155.718,1794.6915,2106.8433,0,604.9614,206.4988,124.990364,159.80241,0,2210.8193,0.819277,0,163.86748,0,0,82.39036,0,78.95663,8816.675,1843.8674,1396.588,8.778314,0,415,339,0,76,36,0.834094
2687,420,439,1304,1317,2.006024,150.06627,1385.024,5447.0845,6290.1626,2275.1626,0,151.83736,98.6747,3.144578,29.283133,1710.753,0.361446,0,1.144578,0,0,102.98795,0,84.59638,222.71085,5066.012,61.68675,0,49.349396,166,90,0,76,38,0.666539
2688,364,379,1303,1313,0,1304.0486,6137.271,6831.5557,7512.375,295.15973,0,280.05554,18.958334,1.8125,0,1972.118,0.763889,0,496.0486,0,0,118.72222,455.10416,97.520836,1204.9514,748.0972,440.8889,0,0,144,83,0,61,30,0.826568
2689,579,605,1302,1321,2.101266,16329.856,3270.7764,1404.3123,1613.3629,85.93671,0,63.810127,103.6751,2.202532,961.6498,2396.4978,0.7173,276.51898,354.77637,0,0,0,0,79.00422,6396.017,103.34599,1443.1055,0,0,237,178,0,59,32,0.868015
2690,537,565,1303,1326,1.243446,6.833333,1417.2378,1279.5898,1590.0056,916.2004,0.470037,132.16104,107.36142,1.466292,468.54306,2086.3203,6.447566,245.44943,275.37265,0,0,128.05992,51.14045,43.82959,1599.7416,2493.7004,306.81647,0,0,534,473,0,61,32,0.751236
2691,396,409,1306,1319,2.614173,231.65355,6059.378,6763.2915,7035.7324,0,0,396.92914,43,0,0,3440.1575,0.551181,0,727.22833,0,0,403.84253,1763.1024,331.7244,1710.7795,1678.4094,540.22046,0,0,127,56,0,71,34,0.811473
2692,342,364,1306,1326,1.751979,395.09763,1556.1451,3100.752,3314.372,644.8707,11.284961,26.601583,100.8496,2.065963,0,1037.4934,0.60686,0,188.9789,172.91557,0,45.10818,0,61.754616,1152.351,1050.0897,410.68073,0,0,379,308,0,71,35,0.757521
2693,40,60,1305,1317,2.141936,5400.49,2068.0388,6401.413,7342.045,1356.8516,2133.2065,1365.9484,352.28387,1.683871,0,1691.2258,0.709677,422.80646,31.903225,0,0,422.80646,0,151,11.806452,19567.129,9321.696,0,0,155,113,0,42,25,0.768202
2694,255,282,1306,1326,4.795276,10747.149,2019.7926,1474.5826,1652.7139,416.01312,0,211.69554,100.32021,1.370079,0,2121.4304,0.629921,344.01575,213.68767,0,0,0,0,49.144356,7659.0054,4848.0156,2228.0735,0,0,381,303,0,78,34,0.804838
2695,411,425,1309,1328,3.550802,152.74866,5715.187,5987.1177,6358.7915,750.492,0,107.82888,189.79144,4.187166,162.51337,2102.7273,0.802139,0,374.35828,0,106.85561,182.84492,350.45456,75.09626,670.4973,708.13904,536.63635,350.45456,0,187,112,0,75,36,0.803892
2696,444,461,1300,1319,5.748918,17287.84,3162.7705,2102.186,2483.3247,849.16016,0,174.5801,47.272728,2.25974,0,2175.0432,0.562771,0,380.0606,0,0,222.02597,283.7013,81.056274,9875.446,2557.3506,1250.0779,0,0,231,152,0,79,34,0.771235
2697,18,39,1310,1323,3.20773,7059.2656,2046.0338,2027.5652,2436.3237,284.47827,1399.6666,267.87924,316.5314,324.15942,0,1266.3768,0.628019,633.1884,102.927536,0,0,82.58937,0,45.227055,58.352657,3761.7004,4496.6714,0,0,207,145,0,62,30,0.843829
2698,97,125,1302,1331,5.015986,11965.976,3116.1633,1411.8064,1825.9023,165.94139,0,188.0302,101.83126,117.79396,1.348135,2405.666,0.852575,116.4032,2137.364,0,0,0,48.506218,315.94672,7352.707,850.0746,667.50977,0,0,563,472,0,91,36,0.816128
2699,317,341,1302,1325,2.332553,356.1897,382.33957,1401.9579,1655.7213,1940.089,11.508197,35.416862,108.690865,3.056206,0,1330.1405,0.824356,153.47775,994.39813,0,0,120.11241,0,866.0398,904.49414,2791.412,98.32319,0,0,427,385,0,42,26,0.843204
2700,653,669,1310,1333,9.317757,23270.07,3384.2944,559.1075,805.0327,1140.056,117.02336,612.45795,255.14954,8.537383,382.14487,3470.701,0.88785,612.4766,1262.7617,0,0,239.66356,38.299065,853.07947,10216.019,6062.818,6038.729,34.04673,0,214,129,0,85,39,0.726888
