Object Id,XMin,XMax,YMin,YMax,171Yb_Renin Cell Intensity,175Lu_Aqu1 Cell Intensity,176Yb_H3 Cell Intensity,191Ir_DNA1 Cell Intensity,193Ir_DNA2 Cell Intensity,141Pr_aSMA Cell Intensity,143Nd_Vimentin Cell Intensity,145Nd_Aqu2 Cell Intensity,146Nd_Nestin Cell Intensity,147Sm_B-Cat Cell Intensity,148Nd_Calbindin Cell Intensity,150Nd_CD86 Cell Intensity,151Eu_CD31 Cell Intensity,152Sm_CD66b Cell Intensity,153Eu_Uromodulin Cell Intensity,156Gd_CD4 Cell Intensity,159Tb_CD68 Cell Intensity,161Dy_CD20 Cell Intensity,162Dy_CD8a Cell Intensity,164Dy_Cytokeratin7 Cell Intensity,165Ho_Megalin Cell Intensity,166Er_Col-IV Cell Intensity,169Tm_WT1 Cell Intensity,170Er_CD3 Cell Intensity,89Y_CD45 Cell Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Membrane Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
1297,1418,1445,308,333,5.724138,14185.284,2220.2393,165.02802,240.27586,225.19827,154.53664,119.50646,76.48707,1.6875,0,3107.263,0.775862,141.23923,490.74783,0,0,251.77371,461.98276,121.06035,5069.767,3299.9094,2871.1724,82.39655,0,464,392,0,72,32,0.788271
1298,833,860,315,328,1.349594,7890.5205,3390.0894,1679.1464,2019.1342,959.3293,1.922764,40.983738,77.68699,269.58536,0,1776.0162,0.609756,0,341.8008,0,266.40244,266.40244,266.40244,152.22765,5399.3213,3443.866,2664.065,0,0,246,189,0,57,30,0.835946
1299,1179,1190,315,326,1.676768,653.1212,7538.7173,4908.879,5763.7173,545.67676,25110.555,1527.5758,1434.091,2.636364,0,1544.596,1.212121,0,130.65657,0,0,834.65656,0,141.84848,0,270.16162,29065.02,0,0,99,54,0,45,28,0.668549
1300,862,887,310,328,2.656,16976.182,2559.4666,1390.2026,1464.4027,179.48,0,174.75467,72.802666,2.088,0,2621.4,1.04,0,822.584,231.232,0,486.288,422.35733,174.75734,4636.832,2080.6987,3334.144,0,0,375,328,0,47,26,0.829632
1301,1037,1056,318,334,3.976048,8286.922,11407.12,4398.156,5294.7188,1834.7844,589.7844,271.67065,179.83832,6.251497,0,2746.976,1.437126,0,600.8922,0,0,307.11377,2011.2036,1037.1078,7985.2397,4922.042,901.3653,392.42514,49.053894,167,113,0,54,30,0.786625
1302,1202,1212,317,333,7.179856,3842.6042,4784.7124,5575.4966,5607.0215,22.28777,12989.18,1305.5828,844.6259,1.877698,0,2671.6907,1.438849,0,5.467626,0,0,0,0,0,341.04315,1703.7338,17076.432,0,0,139,76,0,63,37,0.603095
1303,1353,1370,316,328,5.57047,17430.148,5584.5703,3607.584,3538.9934,344.68457,91.2953,473.651,201.54362,1.751678,0,6011.04,123.73826,0,2759.0469,1163.9194,0,898.7852,7743.0737,125.66443,3431.1477,3123.3154,15078.229,488.73154,0,149,113,0,36,23,0.820644
1304,942,954,320,328,2.634921,2400.873,9938.492,8578.857,10772.904,84.31746,746.9048,80.01588,563.39685,0,0,1386.9841,1.285714,0,265.73016,2752.762,0,0,0,222.90475,252.7619,1504.0793,828.9524,9477.794,520.127,63,21,0,42,27,0.805244
1305,968,995,313,335,1.214634,44.5,2264.1658,1227.4902,1609.9049,1155.5122,0,2594.3147,239.72682,3.182927,968.9317,1971.378,11.217073,0,135.01463,0,1584.783,243.23659,43.29512,1621.2415,870.56586,3741.3245,39.960976,84.36341,0,410,286,0,124,54,0.626588
1306,1191,1203,320,332,1.45614,8820.579,6257.684,14481.421,14904.798,380.5351,6165.0527,619.0702,526.8947,2.289474,0,2107.8508,0.789474,574.8684,8.333333,0,0,574.8684,0,164.24562,785.1404,10063.009,5838.5967,0,0,114,54,0,60,32,0.756483
1307,1326,1338,314,331,3.036585,57.560974,5436.7744,4144.079,4525.1465,3204.6768,0,153.68903,133.17073,1.591463,0,1198.811,0.731707,399.60367,2.317073,0,399.60367,104.243904,0,28.542683,435.25,3511.4512,49.951218,0,49.951218,164,123,0,41,24,0.749892
1308,1259,1279,323,343,6.513072,3825.2517,6498.294,10597.592,11361.9375,140.33661,12605.536,708.3791,704.866,217.57843,0,2641.389,0.784314,214.16667,85.473854,0,214.16667,55.86928,0,76.48693,254.81699,3102.951,14068.238,0,0,306,207,0,99,46,0.647798
1309,1304,1324,316,333,2.544061,800.08044,3394.6704,4496.996,4747.3677,2558.272,350.44827,231.77011,177.81609,2,82.1341,1255.4597,0.536398,0,80.17625,0,327.65134,316.59387,0,520.1149,595.4329,1511.2069,388.4138,0,0,261,197,0,64,32,0.687749
1310,1456,1472,321,339,5.253165,6016.0063,6091.228,4049.7974,4710.3228,305.46204,0,191.43037,138.24051,1.651899,0,2350.4114,0.822785,0,477.38608,0,0,0,0,385.14557,5565.842,1694.0759,2281.3164,218.91772,0,158,99,0,59,32,0.775653
1311,924,945,320,345,5.2,17094.527,3506.5662,2434.3325,2703.7156,0,0,230.79277,203.93735,2.515663,0,2631.9277,1.180723,0,327.28192,0,0,329.56143,157.91566,191.7518,5975.836,0,3128.7517,0,0,415,322,0,93,42,0.843992
1312,1114,1130,317,340,0,290.64706,2118.8271,1239.8346,1483.2867,353.21692,49.297794,74.132355,140.52574,0.959559,560.0625,2489.6875,0.735294,0,294.43384,240.9375,1927.5,607.5809,752.9448,223.72426,1842.511,5557.4707,203.29411,0,0,272,226,0,46,28,0.704226
1313,1127,1148,318,339,0.594982,43.856632,2181.007,1196.8136,1531.8173,4589.792,19.412186,162.6129,254.43011,4.677419,475.10037,2662.1147,0.645161,0,287.05377,0,0,183.82796,0,151,1590.2616,3256.706,389.043,0,0,279,185,0,94,41,0.831943
1314,1171,1192,327,334,0,3244.0425,2310.4822,1869.4894,2560.9148,0,9695.972,536.2766,716.4539,5.553192,0,3563.369,36.723404,464.78723,208.44681,0,0,242.49646,0,33.19858,158.36171,193.85106,7654.5815,0,116.19858,141,98,0,43,26,0.690638
1315,1214,1223,326,336,2.477612,5871.6416,2587.7014,19419.775,20007.73,350.20895,1933.1791,902.86566,203.73134,0,0,1630.2239,0.895522,0,66.716415,0,0,255.16418,0,0,478.1045,11160.299,4997.7314,0,0,67,17,0,50,28,0.746022
1316,1343,1352,318,334,2.213333,408.14,3235.48,7714.427,8076.8867,2001.2933,354.24,504.1,273.02667,0,0,1165.0667,0.466667,0,29.166666,0,0,113.973335,0,31.206667,263.59332,3461.9666,1037.6533,0,0,150,115,0,35,22,0.742027
1317,1411,1436,320,343,1.368132,10618.085,2274.5715,2568.0276,2875.8599,2187.1375,37.68132,235.43407,150.00824,2.151099,0,2220.5083,0.824176,0,233.07967,58.17857,0,187.86813,0,154.31868,4773.953,1317.4862,967.73627,0,0,364,317,0,47,26,0.811013
1318,831,858,326,337,5.141593,12673.23,3070.3806,1436.792,1841.4956,532.89825,0,133.83186,108.71681,582.2655,0,2706.4602,0.752212,289.97787,354.7876,93.70354,0,592.56195,453.11063,207.1239,7705.257,2651.5664,2818.2654,0,36.247787,226,171,0,55,30,0.803208
1319,860,886,328,343,2.101266,13218.348,2309.6836,1149.9241,1290.5854,561.8734,459.60126,239.28798,224.6329,1.651899,0,3525.6172,1.012658,0,491.22784,207.38924,207.38924,315.59177,0,133.31963,4202.6045,3049.25,2397.9746,0,0,316,264,0,52,28,0.803736
1320,1323,1341,319,359,2.243243,819.33514,868.3946,97.51621,175.57838,1013.5865,636.7027,326.9892,243.5027,1.410811,216.56487,1476.0135,0.486486,0,300.25946,57.235134,177.12163,0,177.12163,316.2865,303.75134,3497.4404,365.31622,177.12163,0,370,179,0,191,69,0.621651
1321,1353,1363,323,346,0,1810.8928,176.50714,1017.6857,1170.85,4718.764,156.47144,180.03572,78,1.864286,0,2184.5,0.857143,0,32.607143,0,0,0,0,100.307144,60.135715,875.65717,365.7143,0,0,140,91,0,49,28,0.734303
1322,1364,1382,327,346,1.160839,4315.944,497.52097,1883.3391,2027.6958,2576.1013,38.33916,193.88461,162.28322,3.65035,0,1527.6224,0.979021,0,177.25874,74.045456,458.2867,119.552444,0,98.2028,384.62238,1571.8951,630.1539,0,0,286,241,0,45,27,0.791774
1323,946,954,329,339,1.930233,1538.8954,7820.5464,5192.8374,6122.616,216.17442,583.2907,175.84883,95.24419,6.069767,0,1778.0814,0.813953,0,622.68604,0,0,0,0,108.860466,249.03488,5383.9067,666.7907,0,0,86,43,0,43,26,0.816554
1324,1038,1059,324,351,3.303483,9620.699,7697.4004,5336.6343,5741.6367,146.48259,0,75.23881,142.61691,1.298507,0,1738.9055,0.621891,0,137.46518,0,0,212.63681,163.02238,81.50995,2436.475,2676.3333,392.2786,0,0,402,297,0,105,43,0.833032
1325,1440,1462,324,343,3.936759,9954.218,2929.2214,1607.9645,1947.5574,404.26086,0,119.54941,75.5336,3.094862,0,1985.909,0.83004,0,198.87747,518.06323,0,67.57312,0,18.501976,8169.49,808.68774,1457.0751,259.03162,0,253,186,0,67,33,0.841731
1326,1241,1259,323,348,2.144703,2223.292,1768.8579,1220.5659,1361.075,0,4146.044,273.54263,543.21704,174.06201,0,1693.4109,0.594315,0,12.041344,0,0,44.17571,0,133.05168,164.10594,1307.69,2156.4807,0,0,387,344,0,43,26,0.818562
1327,956,971,323,345,2.825532,14305.6045,2965.4978,1771.8298,2190.4426,194.0383,0,150.15744,69.702126,2.221277,0,1766.1915,1.06383,278.87234,745.55743,90.11489,0,218.24681,0,79.6766,6939.804,1337.7064,2819.268,278.87234,0,235,159,0,76,41,0.678324
1328,987,999,331,347,2.184211,774.5526,2638.5723,2780.6448,3107.9934,340.78946,14.986842,232.15132,179.60527,1.717105,0,1724.6052,0.657895,0,1.875,4159.0063,0,862.3026,0,215.57237,273.3487,6416.0063,0,11329.77,53.894737,152,113,0,39,24,0.854681
1329,1216,1239,325,356,2.609037,1852.8507,2207.8447,2198.1514,2390.6267,65.24558,6984.3794,376.34186,632.9312,5.127701,0,2145.8743,0.569745,0,34.00786,128.75246,0,33.587425,0,110.35757,175.12967,392.59137,2671.6504,0,0,509,390,0,119,48,0.687854
1330,1464,1490,326,349,0.734513,11858.007,1423.3363,1241.3274,1506.9889,1042.3009,0.55531,122.67921,157.04646,146.1438,0,1933.1858,0.774336,0,3567.7854,0,0,441.2699,144.98894,300.32965,3179.407,2300.3274,43.044247,0,0,452,385,0,67,34,0.746975
1331,1060,1076,323,350,0.897297,4509.7837,1297.5,1178.1324,1447.2135,88.54054,0,122.61892,88.54324,2.821622,0,1180.8108,0.783784,0,4218.381,0,54.005405,92.41081,199.27298,569.3108,1613.2406,2293.473,174.35675,0,22.140541,370,324,0,46,28,0.750975
1332,1194,1205,332,339,18.746479,6857.2534,8402.085,15795.169,15854.62,112.19718,2264.5352,497,269.19717,0,0,1538.3802,0.84507,0,182.1831,0,0,0,0,131.85916,634.21124,8490.07,5696.887,0,0,71,40,0,31,22,0.757353
1333,1000,1021,330,351,0.840506,2798.5645,1560.4304,2379.557,2637.6887,3249.7393,0,89.334175,103.67595,1.321519,0,1382.595,0.405063,0,63.810127,0,0,0,0,59.253166,1136.752,6778.6455,632.5468,0,0,395,360,0,35,22,0.833884
1334,1297,1315,329,347,2.397112,3143.7366,1880.4368,2856.26,3351.1948,2768.5488,119.364624,127.38989,197.12274,0.942238,0,630.9025,0.830325,236.58846,31.588448,0,0,0,0,422.47293,79.29603,491.4946,110.90253,0,0,277,226,0,51,29,0.828175
1335,1168,1192,336,355,2.02439,6229.268,13373.593,11628.805,12349.378,2512.0513,6626.4854,565.5756,419.52194,1.909756,0,2344.3416,2.414634,0,164.94391,0,48.736584,521.2219,0,205.50975,356.2561,1676.9,5939.1953,0,0,410,262,0,148,71,0.639051
1336,1206,1216,335,346,1.844444,2179.5112,11138.812,11118.8,12195.155,103.31111,4918.1333,672.13336,273.02222,0,0,485.44446,0.666667,0,140.55556,0,0,0,0,0,475.9,5803.6445,841.95557,0,0,90,58,0,32,21,0.820428
1337,1343,1360,336,346,2.441176,107.382355,4727.8013,5563.125,5913.6914,319.05148,78.588234,37.066177,180.66911,0,15.647058,481.875,0.735294,0,31.470589,0,0,0,0,68.838234,355.29413,1196.7354,670.1177,0,0,136,75,0,61,32,0.655135
1338,965,993,336,356,2.265909,19656.393,4954.2183,3331.0774,3657.0273,66.413635,0,286.42044,55.84318,0.593182,0,1985.909,0.840909,0,297.0182,0,0,38.854546,148.94318,148.9409,7335.484,1283.3545,1037.9636,8.279546,0,440,319,0,121,49,0.687233
1339,1076,1109,328,355,2.135521,369.54352,1362.699,1903.8474,2071.308,109.89587,7.009986,136.63196,163.57204,2.233952,0,1246.505,0.64194,186.97575,8839.8,0,0,191.03995,266.83453,407.3338,474.41797,1541.0828,43.82311,0,0,701,557,0,144,50,0.87715
1340,1316,1324,335,347,1.693878,541.39795,2334.704,5811.796,6241.347,2828.347,59.204082,102.87755,334.30612,7.989796,0,1337.449,1.020408,0,0.969388,0,0,0,0,47.765305,465.09183,4011.4387,344.8163,0,668.7245,98,50,0,48,28,0.792988
1341,829,855,335,357,2.60733,6426.6753,1550.7958,775.801,1197.3325,222.53665,5.960733,171.55235,78.612564,3.41623,0,3259.5942,0.706806,0,665.0812,0,52.3089,648.9346,0,183.8089,3795.1753,3349.9502,4353.3403,19.073298,0,382,280,0,102,44,0.635228
1342,1192,1204,339,353,6.747967,7743.6504,13825.357,16088.837,17204.09,7786.6504,1071.6342,573.77234,554.9106,0,0,2664.0244,28.008131,0,72.68293,0,0,0,0,38.05691,474.6748,9954.797,4195.8945,0,0,123,57,0,66,40,0.62708
1343,1270,1290,330,350,2.524715,3081.4297,5224.259,5816.5513,5916.038,2038.8175,9276.719,651.6958,633.23193,251.1673,0,2574.886,1.140684,0,238.69202,0,0,444.1939,0,195.78326,352.8555,6395.6387,3204.369,0,0,263,230,0,33,22,0.754159
1344,1122,1151,339,351,0.768519,48.712963,4462.4814,4119.69,4602.824,1266.8427,0,163.36574,252.80092,1.208333,456.6111,3944.236,0.648148,0,78.81944,0,0,158.2963,910.2083,650.1389,821.125,13137.759,14.222222,0,0,216,146,0,70,33,0.839929
1345,1437,1462,335,358,1.870422,9928.459,2343.9043,2008.8281,2350.0452,636.09296,561.91266,170.4,230.72394,1.470423,0,1538.3802,1.228169,184.60564,108.23943,0,0,280.9211,0,118.67324,1754.0789,1207.0986,155.76338,0,0,355,295,0,60,31,0.797139
1346,940,964,340,364,3.880841,16968.377,4673.1494,3479.549,3739.5747,148.97197,0,200.22664,102.056076,2.439252,0,2143.6682,0.911215,459.35748,249.55841,508.83646,0,625.78973,0,109.369156,6697.722,2666.222,1100.5608,467.86917,19.140186,428,345,0,83,39,0.649767
1347,1337,1347,342,359,2.813559,3485.1018,806.01697,4308.771,5231.7456,341.4322,4.008474,42.72034,92.54237,4.423729,0,1666.144,0.59322,0,36.271187,0,555.38135,0,0,79.33898,459.14407,1375.483,494.64407,0,138.84746,118,54,0,64,31,0.789069
1348,1203,1215,343,357,2.938053,9277.098,381.0354,3316.7522,3962.1328,2554.7346,1126.4159,446.1062,362.41592,6.929204,0,1159.9115,0.79646,579.95575,74.07079,0,0,0,0,0,419.52213,4582.1416,706.83185,0,0,113,89,0,24,19,0.701025
1349,846,873,337,358,3.264045,642.0843,5506.663,3773.649,4739.6655,575.8343,664.4101,99.12079,191.72472,3.66573,0,1718.1461,10.657304,368.17416,85.22472,0,1769.0421,48.022472,0,30242.898,1231.8849,16964.525,132.3146,0,0,356,198,0,158,60,0.718658
1350,1418,1445,340,367,2.226054,18804.113,4315.1416,3044.7893,3199.7031,73.793106,1323.0709,241.4272,224.90039,127.545975,0,2510.9194,0.555556,251.09195,203.71072,0,0,289.30078,125.545975,62.77203,6740.6377,96.03257,672.8582,0,0,522,447,0,75,36,0.75738
1351,804,834,338,365,4.349769,14168.205,2616.6995,1373.356,1706.6024,564.22034,56.42373,279.62402,71.51002,2.010786,0,2760.0771,0.941448,201.95686,587.6995,166.23883,131.76733,105.368256,298.74423,252.44221,8728.8,398.13867,4307.4253,308.54852,353.42834,649,498,0,151,58,0.724085
1352,1120,1141,344,364,1.262357,8.155893,4090.768,2739.521,3225.5247,422.57794,1.798479,191.673,103.802284,2.977186,0,1079.7909,0.608365,0,273.77185,0,0,130.0076,0,302.57416,1890.2472,1418.749,229.71863,0,0,263,166,0,97,48,0.56881
1353,1259,1284,345,362,1.778571,1381.7821,2040.8678,792.8357,1177.65,518.675,15553.75,1026.2072,906.8393,2.796429,0,2886.6606,1.214286,0,90.69643,0,0,0,0,50.153572,277.82858,6206.907,8872.203,0,0,280,226,0,54,30,0.707727
1354,875,894,341,366,5.354839,13999.15,5880.968,3520.352,3966.0322,10.709678,32.54301,406.53494,95.4086,4.209677,0,3112.3252,0.860215,352.3387,873.4489,56.927418,0,628.0806,95.44355,440.41934,6441.231,2124.6506,4239.1396,9.793011,0,372,312,0,60,30,0.887452
1355,1339,1364,347,369,3.215496,18095.607,2495.3003,1369.2252,1646.9806,837.322,38.525425,427.20822,99.15254,4.423729,0,3120.7144,0.799031,0,639.3269,158.68039,0,441.5448,476.04117,192.68039,14381.722,652.33655,5759.69,83.7506,0,413,349,0,64,34,0.849192
1356,896,920,341,368,1.875706,18103.395,1684.0923,1186.3032,1304.6045,0,0,142.40112,51.41243,2.949152,0,1768.9924,0.903955,123.418076,161.92279,0,0,128.78343,280.27307,167.49341,3389.6025,0,2001.7175,123.418076,0,531,452,0,79,38,0.804108
1357,1316,1332,349,367,1.747368,291.67896,1553.0685,3280.5737,3813.0632,3064.4631,209.96317,265.3158,186.80527,1.373684,0,919.7895,0.736842,0,23.526316,111.45789,210.33684,0,0,73.91053,135.83157,1847.1685,53.894737,0,0,190,153,0,37,22,0.77688
1358,1014,1040,343,373,3.254902,10048.851,2557.2603,1568.4509,1839.2246,1105.7611,10.393939,80.87166,92.463455,0.930481,0,2414.2424,0.730838,233.63637,565.6185,37.748665,0,177.7665,163.06952,125.16043,3400.269,4303.932,1367.1587,81.13725,0,561,472,0,89,38,0.791166
1359,1143,1160,345,365,2.544061,6239.234,3860.996,2180.7893,2468.632,2599.0269,1979.3103,309.02682,313.81226,0,35.51341,1422.8544,0.613027,0,760.2222,0,251.09195,0,0,3031.0154,104.48276,10862.97,184.39847,0,94.16092,261,217,0,44,27,0.787524
1360,1183,1203,353,369,2.06639,1956.6598,10059.797,7577.3193,7939.5103,1943.8962,13302.232,857.6017,804.3403,7.580913,0,2809.9377,0.580913,0,20.912863,0,4682.523,212.81328,0,38.846474,380.48132,1398.3319,4338.191,0,33.991703,241,181,0,60,34,0.628597
1361,1298,1317,348,372,4.807074,24144.598,3461.7847,1347.148,1626.4502,156.57878,5078.6396,648.3601,509.16077,1.678457,0,1826.2701,0.675241,0,57.186497,0,0,109.94212,0,2513.6013,796.3055,137.40193,2466.161,0,0,311,244,0,67,34,0.814907
1362,1100,1120,344,369,1.773333,3741.5308,2931.9067,2547.704,2845.1814,369.53067,78.85333,201.64,174.73067,2.784,0,1572.84,0.853333,0,2651.1252,0,0,45.589333,0,224.688,1323.7467,8787.946,862.8907,0,21.845333,375,340,0,35,22,0.823338
1363,921,947,345,381,2.95549,9845.442,2778.5757,2304.5876,2503.758,340.2923,0,179.50148,117.46736,99.169136,0,2430.8235,5.508902,194.46588,535.2745,97.23294,0,177.5549,97.23294,187.5178,2603.678,1313.6232,2418.7063,153.95697,0,674,534,0,140,54,0.698362
1364,869,884,356,376,3.078704,23.833334,5142.06,5759.403,6361.6157,3310.639,501.29166,256.7176,252.79167,2.416667,0,1517.0139,0.87963,0,2.638889,0,1912.9259,0,0,606.7963,225.40277,9872.005,52.148148,0,37.925926,216,165,0,51,30,0.706212
1365,845,868,358,371,1.804348,105.00543,2643.663,880.3424,1352.2609,1513.6414,23.244566,219.17392,29.673914,1.418478,0,2255.7336,0.76087,0,159.73369,0,0,92.91304,0,31012.092,827.5761,18161.82,2137.0435,0,0,184,99,0,85,42,0.708567
1366,1204,1227,352,369,0.70339,5122.7964,4555.661,3095.1187,3243.6907,144.46187,6370.674,405.84323,509.00848,2.211864,0,2314.0889,0.635593,0,177.73729,0,0,0,0,158.67796,302.48727,2143.0425,7380.5635,0,0,236,184,0,52,29,0.804119
1367,1165,1186,354,375,1.486567,2699.9133,3908.024,3310.2449,3540.5432,1506.7732,8753.588,616.9582,774.2687,2.337313,0,1565.0149,0.835821,0,15.328359,0,0,51.032837,0,111.78507,92.331345,5175.251,4649.26,0,0,335,298,0,37,24,0.901243
1368,1128,1142,360,374,4.15,19.666666,17644.334,13045.509,13667.241,328.35834,0,210.04167,182.00833,0,0,2184.5,1.5,0,934.525,0,0,688.5917,0,1989.425,1485.6583,1459.7,870.4,0,0,120,33,0,87,40,0.68162
1369,1243,1263,350,367,0.621723,5546.7715,2169.678,2399.2734,2846.4233,338.29587,4486.1987,472.01123,439.69662,6.842697,2.842697,2045.412,0.71161,245.44943,80.15356,0,0,0,0,157.78651,69.24345,296.01123,901.26965,0,0,267,216,0,51,28,0.796128
1370,1280,1306,350,376,1.333333,5454.695,4299.743,2250.3796,2678.3716,484.53613,4925.1665,576.98596,493.40363,6.813253,96.76707,1623.0221,0.763052,263.19278,225.94778,0,40.124496,200.25502,131.59639,507.58234,135.6225,2360.1445,3396.8774,0,0,498,382,0,116,56,0.655972
1371,1060,1083,351,378,3.231518,16459.014,3507.247,2126.6245,2374.0176,665.8891,78.64397,196.14786,79.6712,2.031128,1.178988,3102.5,0.7607,0,1309.4475,551.2004,0,388.04282,15.945525,482.6712,8139.461,3283.2996,4171.702,208.96887,0,514,446,0,68,34,0.7256
1372,1030,1059,352,382,4.74024,15296.453,3345.539,2248.2341,2580.88,1352.9294,4.753754,310.33334,127.07507,2.351351,0,2361.6216,1.067568,98.4009,757.65015,196.8018,0,299.48047,334.16367,393.5976,4508.943,2332.8604,2575.3755,300.67267,221.4024,666,540,0,126,44,0.833372
1373,1081,1105,357,375,3.036585,17566.004,10510.68,6594.5366,6672.744,912.564,189.41159,322.74695,116.53354,0,0,3862.8354,1.219512,0,1107.186,264.36584,0,364.85367,999.00916,156.98476,11091.082,4440.5303,5972.2896,116.560974,0,328,228,0,100,45,0.785459
1374,1142,1156,362,371,0,989.0566,7023.236,7085.5,7865.1416,2986.67,146.16982,47.556602,180.29245,4.924528,0,1236.5094,1.037736,0,119.33962,0,618.2547,0,0,220.80188,459.3113,12723.377,77.28302,0,0,106,71,0,35,22,0.709484
1375,1262,1272,359,369,12.984375,8993.891,11328.109,15486.328,16543.969,17130.844,5757.9375,1811.6094,554.5469,1023.9844,0,2730.625,1.40625,0,199.15625,0,0,0,0,146.28125,423.28125,4961.1875,7183.9688,0,0,64,37,0,27,20,0.788369
1376,1370,1396,353,375,2.327103,6232.453,2037.7126,3033.9019,3469.257,2735.299,49.23832,176.67056,172.22664,1.829439,0,1378.0724,0.67757,0,72.21963,0,153.11916,233.007,0,174.99066,1972.465,1091.6145,239.25233,0,0,428,378,0,50,30,0.717652
1377,805,832,364,385,3.192308,9184.401,3673.4956,2377.2927,3040.3826,342.47223,0,247.74146,116.67308,2.230769,0,2800.641,0.576923,0,396.3098,45.25,85.393166,36.529915,0,600.12823,1648.5299,1822.3184,3212.0342,140.03206,210.05128,468,304,0,164,61,0.668539
1378,1264,1272,366,373,3.531915,4575.8086,19178.299,17045.639,18664.127,1460.1915,4770.3403,750.78723,638.9787,0,0,3253.5107,0.425532,0,97.12766,0,0,0,0,0,412.78723,5915.8936,11133.234,0,0,47,18,0,29,22,0.774066
1379,1219,1236,359,375,1.693878,5324.189,2046.2603,1897.1786,2302.6736,397.58163,4579.0767,231.47449,376.08163,3.994898,0,1894.7194,0.459184,0,65.02551,0,0,87.22449,0,0,160.61734,8036.0713,3824.3264,0,0,196,150,0,46,26,0.817716
1380,833,851,359,384,3.106952,33.85294,1206.4652,4179.8047,4521.8047,2052.9197,143.7754,229.13637,131.39038,0.697861,0,1401.8182,0.534759,350.45456,58.997326,0,0,266.64972,0,32354.451,1565.131,23630.836,10.951872,360.1952,21.903744,374,324,0,50,26,0.836697
1381,852,871,368,381,3.341709,34.527637,8524.598,4771.3315,5783.407,885.5025,57.633167,202.65326,274.39697,3.934673,0,1756.382,0.502513,0,21.984924,0,5698.8794,0,0,305.79398,89.22111,16776.467,0,0,0,199,146,0,53,30,0.709136
1382,1248,1263,369,383,2.155844,1434.065,3051.734,1673.4415,2379.2986,25.876623,14188.649,785.6104,957.35065,1.694805,0,2837.013,0.974026,0,27.792208,0,0,0,0,334.35715,0,390.11038,5299.532,0,0,154,96,0,58,32,0.764361
1383,1272,1281,363,380,0,1832.881,3171.1587,1998.5952,2238.6904,0,28859.627,1160.238,1950.238,524.2619,0,3987.5793,0.714286,0,3.015873,0,0,135.68254,0,111.45238,4.357143,5.634921,17984.984,0,0,126,87,0,39,31,0.545977
1384,903,930,365,388,2.441176,8264.531,1422.3761,1010.8929,1232.2858,380.42856,0,254.16806,131.91597,2.741597,0,3166.6072,0.903361,137.67857,1377.2037,0,0,143.66386,37.292015,245.85085,3908.6724,3710,2572.9075,0,17.210085,476,402,0,74,34,0.792741
1385,1196,1218,363,386,3.122257,5805.1597,2935.9592,2966.1284,3201.2195,703.7241,4394.759,284.44513,522.08777,3.272727,0,1506.5518,0.755486,0,105.25705,0,0,53.592476,0,88.043884,120.4953,1755.5548,905.2288,0,0,319,272,0,47,29,0.680323
1386,1317,1344,361,384,0.700422,9155.694,1433.8586,2202.7532,2694.5718,3524.5295,1120.0527,233.97046,190.06963,2.202532,0,2534.7573,0.7173,138.25949,162.9367,0,0,144.27003,0,1777.6161,2386.2026,768.4684,1019.6793,0,0,474,418,0,56,30,0.800125
1387,1116,1139,366,388,2.28022,7060.338,1322.9011,2542.772,2810.0989,1074.0852,76.28022,346.22253,112.50275,7.17033,0,2100.4807,114.52198,540.1236,663.74176,0,0,140.9011,0,308.63736,3492.0137,2193.1099,3221.0989,10.008242,0,364,302,0,62,35,0.751006
1388,1436,1464,362,379,3.405128,9662.185,3589.282,1978.6589,2201.9949,439.35898,33.889744,168.03334,133.00256,2.676923,0,1960.4487,0.589744,0,132.66667,0,0,131.50769,0,84.01795,5939.3257,1045.8077,832.3282,168.03847,0,390,334,0,56,28,0.844402
1389,1473,1502,363,391,2.839813,10119.6045,2327.843,1298.0249,1469.3888,450.35614,13.737169,250.87558,131.6252,1.217729,0,2480.07,0.7014,0,373.66095,0,0,363.3686,276.03732,131.03888,5040.9224,509.99377,1896.7092,113.251945,12.74028,643,576,0,67,33,0.866607
1390,1141,1157,373,376,3.254902,4419.3726,1725.4509,895.098,1035.2549,4176.1177,61.52941,494.2157,107.05882,0,0,3426.6667,0.588235,0,412.15686,0,0,0,0,3763.196,1453.5686,8344.274,341.33334,0,0,51,44,0,7,7,0.591081
1391,1234,1251,364,392,1.784946,1958.9839,2179.3792,2153.5698,2589.352,17.85215,17325.441,962.129,851.3656,5.612903,0,3405.941,1.048387,0,69.543015,0,0,176.16936,0,176.16667,148.58603,852.3145,4561.204,0,396.3817,372,308,0,64,34,0.757905
1392,1362,1392,368,393,2.438155,13343.694,3829.5996,2009.8553,2358.2766,744.4927,0,232.49895,137.36269,2.188679,0,1419.696,0.67086,0,370.48846,0,0,346.4612,623.9937,215.89517,7417.698,339.45493,2168.218,0,0,477,374,0,103,41,0.824434
1393,1079,1112,369,393,2.436697,15441.958,2047.5707,1357.1376,1548.8569,924.5431,359.2532,184.99083,115.211006,1.915596,0,1843.7982,0.623853,0,178.19083,0,0,182.98532,0,206.13577,4207.835,3091.8184,407.7211,0,0,545,458,0,87,42,0.669248
